meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.546470891293148,-0.7164927492945417,-0.44217848277983884,-0.47605796443188775,0.5154173616695115,0.08755670201967503,-0.1515398852039912,0.016495729240339818,-0.5198594325876403,-0.46115240344548925,0.4439794046702128,0.538499494446737,-0.1996657295934321,-0.18143941739018898,0.0330148626187326,-0.3642580852386196,0.5432191936249239,-0.46349053862207756,0.398994601276421,-0.19431258678031038,0.4825341080311235,-0.48726221971359873,0.07949471955607035,-0.4316971573230124,0.43810971724221504,-0.3467650327141052,-0.2016362561255367,-0.45993440227429727,0.08165992925128929,-0.7753746565180772,0.33744527748732506,-0.7544548642603807,0.015380921494949726,-0.5069578447699257,-0.15012101467976094,-0.5195552495769666,Pirate
1.0,-0.06965265571247448,1.0,-0.16456198766321495,0.8617911580338147,0.5385509215391093,0.6359221264698167,-0.3460740277643066,0.7538013199622866,-0.30284718154738477,-0.6504996328432107,-0.13378259449543428,-0.4575586263410632,-0.18729230706845268,0.39170982318669634,0.007310509027769196,-0.46059814522233544,-0.23538315951940214,0.006719121894516261,0.15586247322328806,-0.29131118810133527,0.13055766224583776,-0.3846085179815407,0.1656635291349804,-0.401702343483355,-0.09519075272246003,-0.6422829872803216,-0.11291310122238929,-0.9117473319323748,-0.4363758978599406,-0.02902487943125675,-0.553558489761555,-0.602728359902266,-0.3922799551266808,-0.10294519836413785,-0.02345471924909115,Pirate
0.5143997939206595,-0.32906523227139217,0.881808844622302,-0.02152654752045513,0.36296154278898696,0.1074023323096347,0.7690981716943137,0.3675901779202957,0.831456244107311,0.14610808994011548,-0.37319230445847507,-0.313701471287117,-0.4839254745213922,0.3557725095524247,-0.39719792337344234,0.8334559313355163,-0.2600284831058256,0.5845101194122853,-0.17924088101481783,0.40414553857261026,0.5844822743540272,0.5830639186767834,0.2082682443838516,0.34305097958676,-0.2249769016104437,0.09504536746849879,0.10812438868042418,0.47215442551346376,0.05035542114359683,-0.5410151154613806,0.0028979015723992474,-0.4500474968569722,-0.4204809064827645,-0.26233443730340433,-0.25660108956691713,-0.4152174849674989,Pirate
-0.4464451313755796,-0.92974187645082,-0.39300538924532946,-0.8274317908270662,0.7101622272824903,-0.021788314069525083,-0.2707215522241765,-0.5650454929050706,-0.5681323390760264,-0.7332882717694733,0.6227991342630501,-0.43661672413219876,-0.35377530076480335,-0.4432994569801251,-0.31860162215691046,-0.15438554923160797,-0.5466611095306116,0.0686810174545942,-0.1353351501861447,-0.10077000374562772,-0.019377979987289573,-0.30642819150832556,-0.5952548573121874,0.03508679315142604,-0.1115440633581718,-0.23078285597700576,-1.0,-0.20153586763917608,-0.6193680191571855,-0.545712546704063,-0.4219607901300487,-0.7309047913270805,-0.07636882314780888,-0.44852766323538873,-0.2640768147218495,-0.5876326728655812,Pirate
-0.5046625450798558,-0.8716634752360505,-0.4916723951640186,-0.6734603634112553,1.0,-0.02144183765393104,-0.4141093930878137,-0.2822322279878533,-0.6567240935973258,-0.5184077032916139,0.5408499548088768,0.15250869805855816,0.07640759370246217,-0.07971472780536504,-1.0,-0.23029327737083827,-0.9760532399124229,-0.236272825081973,-0.6934980990595347,-0.22081290306519086,-0.2884991660633379,-0.33694785582446674,-0.6565105392263525,-0.3304290796348738,-0.7594161238225892,-0.054846526479743196,-0.9212699016035525,-0.32913505233364704,-0.241875628131431,-0.7394527692045212,0.07924830857688087,-0.7111746677821215,0.2034021591451537,-0.6677899555349327,-0.3925344558379699,-0.4311918579073246,Pirate
0.04590417310664607,-0.60429763704433,0.5437230811810179,-0.41831441835466565,0.6492306304015643,0.537466883988569,0.7146967560673132,-0.304658776683286,0.7235107568355188,-0.16483602261665253,-0.09049514004794557,-0.5372492524265579,-0.1619806360346837,0.07271574232865019,0.6592625770542856,0.2718226004267763,-0.13167848630038523,0.013290276572308413,0.8607380098575085,0.1738662686418535,-0.4698220305768054,0.018667555110690515,0.7201988197587186,0.08497610211344675,-0.48449245942162944,0.22632025560666125,0.26457854826277705,0.19807633872735408,-0.44087176598393535,-0.48601811923561955,0.3957179865576047,-0.3825452315967113,-0.6004692504170109,-0.0731370290064387,-0.06442135637849906,-0.30033338193278436,Pirate
-0.22552807831014954,-0.5441493577256178,0.19666880717139468,-0.19912147631616806,0.5749577498405398,0.34006461999935844,0.3842820081517957,0.11306026793046531,0.19293734464729573,0.1020138983630483,0.05833676692298595,-0.11035797473602682,-0.39657167156251005,0.20875304712074128,0.11217966333007767,0.597275285207796,0.030769580118666935,0.2026828092014621,0.5428299395490401,0.6290836112377887,0.15236103664342332,0.7311107558529162,0.5517758676230974,0.8927114097583602,0.2654039385837245,0.918902166870287,0.06771051430884484,0.6566405178624064,-0.06879829222059901,-0.2907370237404233,0.5684967407506284,-0.3682938500259346,-0.16560054194850676,-0.05360448023503728,-0.054209506104113944,0.040650653329329156,Pirate
-0.11566202988150442,-0.38450360104094405,0.3083894934754863,-0.17063384234392465,0.5941211368951851,0.46656249228208346,0.4038891869899084,-0.05596036250552483,0.2823005056998371,-0.04923976566850452,0.037025612981789635,-0.17490353417911642,-0.49695782695551605,0.396033373338172,0.5847214413503752,0.12757194740696942,-0.17736754712615083,0.5932830832013838,0.9203575058186683,0.41042461386651774,0.10758966035625134,0.744671066793168,0.3687638336225712,0.13891978370894043,-0.40393176219401394,0.3658052913447798,-0.010649883395308535,0.26525926693062063,-0.5188492856505728,-0.40540345359563734,0.5825937544031382,-0.4845890354097868,-0.15090216813582097,-0.2140058670606646,0.10437853600532893,-0.15527870027858026,Pirate
-0.40844925296239054,-0.70804597670377,-0.11126619786626812,-0.4533359973694904,0.6579533707577807,0.5057737710711323,0.12720723301738834,0.012603737779329993,-0.10449987143224482,-0.27580387113144944,0.2506036392316444,-0.15077456235906594,-0.3149735711812208,-0.05890556172789241,0.4643194318434206,0.06862264133278684,0.2859007737799073,0.26014759990113956,0.32262421935062613,0.2512148394755216,0.3202150471001079,-0.2118375796734534,-0.10300550133108409,-0.03085506657371695,0.23056482959880414,0.6839804350217571,-0.4486988413224178,-0.08088976873501319,-0.30057465960601065,-0.493050753629128,-0.5708885378737879,-0.5621206533070364,-0.27119002938863374,-0.3310035965098168,-0.07220264176029231,-0.2224680170769502,Pirate
0.39788768675940234,1.0,0.5227783674235451,0.3214641060504424,0.4508652735999237,0.2836469995707982,0.5761915845536039,0.3224664739598273,0.5088540327419215,0.24984455199265287,-0.15345345341292516,0.1409896131784143,-0.18803266243368977,0.23410962381103606,0.797954702741903,0.6581815982007115,0.16841904904178479,-0.12944591256290805,0.3728393586827167,0.4483377220925273,0.38928978325327024,-0.09501993573730605,-0.08020900815328699,0.12159827541820101,0.005388423674365983,0.07643557034392834,-0.027039277481084756,-0.17052011576337023,-0.05855426546618597,-0.6936837183700992,0.18718861623420113,-0.4396088145134279,-0.001494858185375439,-0.3200229761677704,-0.07430690984389632,-0.43826939536223075,Pirate
-0.5304482225656879,-0.8167536326578285,-0.3763539126171349,-0.4517753565522611,0.7195433897445984,0.31369505861669067,-0.19427444348554967,0.4504111299241964,-0.447518642324505,-0.204691838601069,0.2874496888580702,0.5037771771548598,0.0062162974408165594,0.1207338005612244,-0.3100197582053069,-0.05050063051429954,0.4084972585419289,-0.2720874316600663,-0.34476337964571946,0.0059355186223333245,-0.05399850713450072,-0.034284218520440946,-0.4012490959046862,-0.008958091678791469,-0.2891639402392183,0.01141710399358753,-0.8835243247893746,0.05691956995023273,-0.5515144597646376,-0.5350876262555595,-0.5075096467354361,-0.6021774060185414,-0.7357281776220598,-0.04547211896987624,-0.6711576217040038,-0.2999839749066854,Pirate
0.058990211231324086,-0.6434237012046835,0.27409467899193607,-0.4205864109614543,0.5326445625020955,0.5652969046459233,0.2973769393342005,-0.1292781185134626,0.11277963486757514,-0.2995757538529732,0.07131458865550977,-0.22650424097582533,-0.7083026912564674,0.3659213203960381,0.1615999897143665,0.2296644914943584,0.024961996644539634,1.0,-0.2787829900055817,0.4363557871080246,-0.010394772060543844,0.6072549694151286,-0.06089687963958632,0.0490424935952507,-0.8508425519233649,0.26090631713466994,-0.293775356319537,0.1320415983357024,-0.44792652044771175,-0.3825203245610789,0.10532153106854426,-0.5546555055509669,-0.46747656578860597,-0.2747160589399986,0.028284751534941893,-0.4186022973602862,Pirate
-0.8534775888717157,-0.9221707224443988,-0.7670744484103522,-0.7172678284872731,0.7312392410797446,0.3487193754466813,-0.4403272493028353,-0.23517576444913735,-0.8859346875803549,-0.7332848396645053,0.36282931926121664,0.19729357878905818,0.6977367334769718,-0.06229153454751579,0.2611491921163249,-0.30274567192083246,0.6836404505018442,-0.3501177749592318,0.6091158257243058,-0.0029858650646091833,0.955967225629398,-0.1598023756301512,0.1614576791278866,-0.36066512489863767,0.8885758988556398,-0.1789714284052739,-0.25984826580933246,-0.44373253790590295,-0.23137625432718123,-0.6850848786258557,-0.1536003520038761,-0.7709843460719955,0.24634606650579366,-0.567051902042337,0.29959151608897894,-0.5081633443306255,Pirate
